Name,Position Group,Position,Body Weight,Date,Day,Day Name,Week,Squat,Box Squat,Bench,Chin Ups,Opposition,Venue,Opposition Seed,Match Minutes,Result,Total Distance,Total Duration,Distance Zone 2-8 (m),HMLD,High Speed Running,VHSR,Max Speed,Accel Load,Accel Efforts,Accel Distance,Decel Efforts,Decel Distance,Relative Cumulative Mechanical Load (N),Scaled CML (N),Average Force per Effort (N),N/m,Nordic Right Hamstring (N),Nordic Left Hamstring (N),Nordic LvR % Imb,R Hip ABD (N),L Hip ABD (N),ABD LvR % Imb,R Hip ADD (N),L Hip ADD (N),ADD LvR % Imb,R Ankle PF (N),L Ankle PF (N),PF LvR % Imb,R Knee Ext (N),L Knee Ext (N),Knee LvR % Imb,R Neck Flex (N),L Neck Flex (N),Neck LvR % Imb
Emily Curtain,Back,Half,78.3,29/07/2025,D2,Tuesday,R5,,,,,,,,,,3:37:26,1:10:00,1175.92,224.36,86.86,0,6.39288,1330.84,26,108.18,13,18.55,8216,821.6,210.6667,2.418497147,,,,,,,349,355.00,0.90%,,,,,,,,,
Emily Curtain,Back,Half,,31/07/2025,D4,Thursday,R5,,,,,,,,,,15:11:31,2:07:29,2238.35,539.12,302.82,0,6.68246,2310.49,47,192.85,36,34.27,16985,1698.5,204.6386,2.692769221,,,,,,,,,,,,,,,,,,
Emily Curtain,Back,Half,79,6/08/2025,D4,Wednesday,R6,,85,,,,,,,,0:17:17,2:18:01,2682.64,676.05,270.85,0,6.70605,2370.009,73,288.71,53,61.88,25991,2599.1,206.2778,3.912532448,,,,,,,,,,,,,,,,,,
Emily Curtain,Back,Half,78,13/08/2025,D4,Wednesday,R7,,116,,,,,,,,11:08:10,2:04:03,2321.53,633.82,386.03,0,6.99194,2205.988,53,217.57,46,59.38,22396.5,2239.65,226.2273,3.760032798,,,,,,,355.75,348.00,1.10%,,,,,,,,,
Emily Curtain,Back,Half,,23/08/2025,NON,Saturday,R8,,,,,,,,,,13:13:26,0:32:47,988.37,141.11,67.45,2.65,7.03464,616.3209,16,73.9,13,18.89,6478,647.8,223.3793,3.392420522,,,,,,,,,,,,,,,,,,
Emily Curtain,Back,Half,,13/07/2025,MATCH,Sunday,R2,,,,,Eels,Home,7,70,Won,17:35:31,1:16:49,3427.16,507.5,130.91,0,6.41167,2345.755,61,218.97,56,71.69,24885,2488.5,212.6923,3.60404957,,,,,,,,,,,,,,,,,,
Emily Curtain,Back,Half,,20/07/2025,MATCH,Sunday,R3,,,,,Knights,Away,3,57,Loss,18:51:50,1:23:38,2912.19,533.15,206.44,0,6.34068,1866.08,57,224.3,44,56.69,21132.5,2113.25,209.2327,3.823650852,,,,,,,,,,,,,,,,,,
Emily Curtain,Back,Half,,3/08/2025,MATCH,Sunday,R5,,,,,Cowboys,Away,4,70,Won,1:30:43,1:17:28,3073.62,519.15,150.6,0,5.95724,2182.755,58,213.54,42,47.93,21606.5,2160.65,216.065,3.281636278,,,,,,,,,,,,,,,,,,
Emily Curtain,Back,Half,,9/08/2025,MATCH,Saturday,R6,,,,,Bulldogs,Away,9,70,Won,15:25:55,1:24:40,3255.97,546.68,119.9,0,5.86826,2345.458,78,275.55,58,63.37,27808,2780.8,204.4706,4.137699324,,,,,,,,,,,,,,,,,,
Emily Curtain,Back,Half,,24/08/2025,MATCH,Sunday,R8,,,,,Sharks,Home,5,,Loss,16:45:07,2:25:58,2132.23,247.27,52.93,0,6.07721,1600.232,22,105.53,35,35.95,11810.5,1181.05,207.2018,2.285447021,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,6/07/2025,MATCH,Sunday,R1,,,,,Roosters,Away,2,70,Loss,5:44:10,1:30:06,2654.85,490.92,231.19,0,6.4038,1933.866,42,163.07,52,59.57,19673.5,1967.35,209.2926,3.435675668,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,7/09/2025,MATCH,Sunday,R10,,,,,Broncos,Home,1,70,Loss,4:30:43,1:31:50,3272.86,712.95,253.61,11.97,7.12587,2258.508,73,302.95,75,96.04,31353.5,3135.35,211.848,4.78446521,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,14/09/2025,MATCH,Sunday,R11,,,,,Tigers,Away,12,70,Won,8:34:05,1:21:57,2686.58,623.63,321.44,43.98,7.60367,1850.128,47,182.75,59,75.73,22776,2277.6,214.8679,3.783792854,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,15/03/2025,,Saturday,,,,,,,,,,,13:48:00,1:34:52,2157.67,363.36,256.34,20.36,7.40839,1305.192,34,147,25,37.27,11680,1168,197.9661,2.744634979,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,6/04/2025,,Sunday,,,,,,,,,,,17:05:17,0:36:40,1180.96,324.37,180.6,0,6.54142,888.9172,36,171.56,24,32.39,11899,1189.9,198.3167,4.979261099,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,11/04/2025,,Friday,,,,,,,,,,,3:50:24,0:46:06,1037.51,352.38,211.08,0,6.92479,824.2359,34,153.69,21,22.58,10475.5,1047.55,190.4636,4.080579317,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,15/04/2025,,Tuesday,,,,,,,,,,,15:43:12,1:33:13,1479.54,530.44,626.24,0,6.386,1027.407,34,170.34,7,2.39,8504.5,850.45,207.4268,2.415601642,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,13/05/2025,D1,Tuesday,PS1,,,,,,,,,,18:33:07,1:04:12,977.9,290.33,31.88,8.32,7.33043,1181.129,51,259.99,9,15.93,11753,1175.3,195.8833,4.303909552,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,15/05/2025,D2,Thursday,PS1,101,,,,,,,,,18:57:36,1:46:30,1705.75,479.84,252.59,12,7.19921,1644.721,51,200.25,26,28.8,14344.5,1434.45,186.2922,3.145178796,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,17/05/2025,D3,Saturday,PS1,,,,,,,,,,20:09:36,1:36:26,1621.51,255.62,40.41,0,6.18777,1843.13,45,214.52,42,51.88,16461.5,1646.15,189.2126,3.743938829,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,19/05/2025,D1,Monday,PS2,124,,,,,,,,,17:09:36,1:28:56,2336.42,536.58,167.98,0,6.68722,1876.283,63,269.2,38,46.38,19527.5,1952.75,193.3416,3.971655872,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,20/05/2025,D2,Tuesday,PS2,,,,,,,,,,19:04:48,1:29:06,1729.01,381.2,64.91,6.85,7.05857,1856.542,68,262.99,28,32.34,17666,1766.6,184.0208,4.235643325,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,22/05/2025,D3,Thursday,PS2,,,,,,,,,,1:26:24,1:43:10,2636.39,792.06,285.26,8.32,7.22998,2024.664,97,381.75,65,73.04,32047,3204.7,197.821,6.192585207,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,24/05/2025,D4,Saturday,PS2,,,,,,,,,,19:13:26,1:31:39,1840.58,307.9,20.11,0,5.34928,2014.222,61,271.4,52,56.52,21060.5,2106.05,186.3761,4.744637122,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,26/05/2025,D1,Monday,PS3,,,,,,,,,,14:49:55,1:27:26,3376.28,629.14,287.85,10.5,7.17653,1405.718,72,261.85,35,27.59,19965.5,1996.55,186.5935,3.521489455,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,27/05/2025,D2,Tuesday,PS3,,,,,,,,,,4:29:17,1:31:56,1140.43,214.73,88.03,0,6.12786,1735.964,27,142.07,13,21.44,7373,737.3,184.325,1.904091925,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,29/05/2025,D3,Thursday,PS3,,,,,,,,,,4:48:00,1:54:21,2889.04,755.79,184.93,26.505,7.95644,2284.069,88,354.11,65,70.33,29309.5,2930.95,95.78268,4.97091347,304.5,293.25,1.90%,298.75,286.5,2.10%,283.5,295.75,2.10%,700.5,716.5,1.10%,539,389,16.20%,133,105,11.80%
Emmanita Paki,Back,Centre,,31/05/2025,D4,Saturday,PS3,,,,,,,,,,20:49:55,0:54:33,729.72,191.25,49.84,0,6.8704,964.6778,33,129.16,29,23.69,12264,1226.4,197.8065,5.620871657,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,7/06/2025,D4,Saturday,PS4,,,,,,,,,,19:52:19,1:40:03,3854.63,415.56,176.14,0,6.57884,1832.401,57,278.18,33,53.82,18031,1803.1,200.3444,2.807767508,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,9/06/2025,D1,Monday,PS5,119,,,,,,,,,17:48:29,1:34:25,3630.86,708.2,398.62,5.44,7.16775,2090.08,56,210.14,38,51.63,18323,1832.3,194.9255,2.716231958,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,10/06/2025,D2,Tuesday,PS5,,,,,,,,,,14:13:55,1:27:07,3335.85,796.78,591.67,0,6.77089,1484.011,63,321.89,27,34.35,17447,1744.7,193.8556,2.915319388,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,12/06/2025,D3,Thursday,PS5,,,,,,,,,,12:20:10,3:19:50,3935.73,1388.68,838.02,45.3,7.2415,3232.508,110,555.54,74,115.44,36865,3686.5,200.3533,3.820003784,393,372,2.70%,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,14/06/2025,D4,Saturday,PS5,,,,,,,,,,8:24:00,1:39:05,2221.59,445.62,206.6,0,6.58626,1438.205,47,230.99,31,36.93,15330,1533,196.5385,3.58818917,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,73,16/06/2025,D1,Monday,PS6,144,154,,,,,,,,20:35:31,1:48:06,1737.31,418.2,239.81,33.09,7.49535,1677.849,51,223.57,33,43.5,15695,1569.5,186.8452,3.497993473,,,,,,,325.5,352.00,3.90%,,,,,,,,,
Emmanita Paki,Back,Centre,,17/06/2025,D2,Tuesday,PS6,,,,,,,,,,0:28:48,1:31:54,2159.6,662.24,395.47,14.21,7.26119,1873.322,66,277.53,50,54.67,23506,2350.6,202.6379,4.587413788,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,19/06/2025,D3,Thursday,PS6,,,,,,,,,,14:00:58,1:47:32,2776.37,917.89,472.88,88.35,7.83865,2249.103,107,478,75,84.78,35916,3591.6,197.3407,5.945782726,355,375,2.70%,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,21/06/2025,D4,Saturday,PS6,,,,,,,,,,22:36:29,1:55:00,2053.41,499.67,240.79,3.48,7.03148,1622.127,57,244.52,47,66.34,20440,2044,196.5385,4.581991875,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,73.5,24/06/2025,D1,Tuesday,PS7,,,,,,,,,,6:56:10,1:51:54,3170.68,697.45,445.83,24.68,7.22705,2250.689,78,363.91,53,65.09,25842,2584.2,197.2672,3.904634566,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,26/06/2025,D2,Thursday,PS7,148,159,,,,,,,,23:16:48,1:22:20,1934.72,633.38,451.71,73.8,7.518,1461.754,47,235.36,37,44.06,17301,1730.1,205.9643,3.990110633,372,332,5.70%,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,73,30/06/2025,D1,Monday,R1,,148,,,,,,,,14:06:43,2:13:12,1552.28,488.69,346.57,25.23,7.71849,1595.177,51,244.05,35,41.26,16571,1657.1,192.6861,3.728354574,,,,,167.5,0.00%,307.25,337.00,4.60%,,,,,,,,,
Emmanita Paki,Back,Centre,,1/07/2025,D2,Tuesday,R1,,,,,,,,,,23:03:50,1:44:00,2516.29,502.08,384.11,0,6.97189,1942.163,47,228.9,47,56.48,17593,1759.3,187.1596,3.208667725,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,3/07/2025,D4,Thursday,R1,,,,,,,,,,8:47:02,1:32:00,2430.67,500.11,379.41,26.99,7.29486,1766.863,31,151.89,31,38.08,13359,1335.9,215.4677,2.522295476,345,354,1.30%,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,5/07/2025,D5,Saturday,R1,,,,,,,,,,10:22:05,1:14:04,1462.08,283.79,134.97,0,6.26225,1185.173,28,114.18,21,22.49,9380.5,938.05,191.4388,2.406841223,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,73,8/07/2025,D2,Tuesday,R2,,113,,,,,,,,9:15:50,0:35:00,559.22,154.87,42.69,0,6.00994,531.8279,12,53.96,7,3.08,3540.5,354.05,186.3421,1.835039748,,,,,,,314,334.50,3.20%,,,,,,,,,
Emmanita Paki,Back,Centre,,10/07/2025,D4,Thursday,R2,,,,,,,,,,2:03:50,2:05:42,2740.99,768.38,575.59,33.64,7.4898,2009.388,60,255.53,43,46.86,20002,2000.2,194.1942,3.127713998,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,12/07/2025,D5,Saturday,R2,,,,,,,,,,21:44:38,1:25:00,1331.93,435.83,262.35,4.9,7.06698,1312.082,37,171.91,30,28.62,12738.5,1273.85,190.1269,3.11461926,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,72.3,15/07/2025,D2,Tuesday,R3,,135,,,,,,,,14:38:24,1:02:00,1265.27,306.65,142.94,0,6.57288,1092.137,29,167.63,14,17.17,9125,912.5,212.2093,2.77980022,,,,,,,280,300.50,3.50%,,,,,,,,,
Emmanita Paki,Back,Centre,,17/07/2025,D4,Thursday,R3,,,,,,,,,,3:12:58,2:00:00,2391.09,609.94,402.5,50.58,8.18338,1874.584,46,194.72,40,40.92,16279,1627.9,189.2907,2.693800932,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,19/07/2025,D5,Saturday,R3,,,,,,,,,,22:49:26,1:05:00,1116.23,309.29,157.72,0,6.82431,1054.03,26,122.02,21,21.26,8942.5,894.25,190.266,2.836231835,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,74,23/07/2025,D3,Wednesday,R4,,,,,,,,,,9:51:50,1:58:58,2183.67,634.69,368.67,0,6.80907,1780.557,56,290.61,43,46.32,19308.5,1930.85,195.0354,3.534794434,,,,,,,245.75,251.25,1.10%,,,,,,,,,
Emmanita Paki,Back,Centre,,25/07/2025,D5,Friday,R4,,,,,,,,,,10:19:12,1:15:00,1391.41,446.92,281.46,1.27,7.0356,1199.785,46,188.03,24,32.78,14235,1423.5,203.3571,4.038950979,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,73,29/07/2025,D2,Tuesday,R5,,,,,,,,,,1:23:31,1:10:00,1677.34,365.37,112.57,0,6.45854,1217.679,44,178.28,25,20.35,13249.5,1324.95,192.0217,3.639914529,,,,,,,274,288.00,2.50%,,,,,,,,,
Emmanita Paki,Back,Centre,,31/07/2025,D4,Thursday,R5,,,,,,,,,,8:19:41,2:07:29,2249.17,654.5,437.96,64.38,7.55956,1959.145,52,229.98,42,46.47,19126,1912.6,203.4681,3.235472389,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,74,6/08/2025,D4,Wednesday,R6,,159,,,,,,,,19:24:58,2:18:01,2599.58,759.44,496,4.82,7.06991,1802.693,63,260.51,47,73.69,21571.5,2157.15,196.1046,3.69387081,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,73,13/08/2025,D4,Wednesday,R7,,138,,,,,,,,19:52:19,2:04:03,2303.8,578.93,373.14,25.76,7.36785,1866.294,49,210.98,34,42.4,16863,1686.3,203.1687,2.910510978,,,,,,,324,338.75,2.20%,,,,,,,,,
Emmanita Paki,Back,Centre,,15/08/2025,CR,Friday,R7,,,,,,,,,,20:55:41,3:48:52,3852.55,1253.79,810.38,8.06,7.07918,2959.441,110,534.59,70,85.1,35551,3555.1,197.5056,3.732830513,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,19/08/2025,D2,Tuesday,R8,,118,,,,,,,,7:10:34,1:38:57,2032.97,382.34,152.2,0,6.63049,2041.197,39,263.14,32,55.54,13833.5,1383.35,194.838,2.699588763,382,382,0.00%,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,21/08/2025,D4,Thursday,R8,,,,,,,,,,9:36:00,1:55:47,2250.03,735.79,435.63,0,6.99537,1832.122,66,278.62,49,57.65,23360,2336,203.1304,4.039146523,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,23/08/2025,NON,Saturday,R8,,,,,,,,,,19:29:17,1:39:29,1629.89,488.51,209.29,0,6.77186,1630.372,60,226.42,49,50.13,22265,2226.5,204.2661,4.811128888,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,27/08/2025,D4,Wednesday,R9,,,,,,,,,,3:40:19,2:14:00,1957.19,550.4,326.33,4.75,7.08175,2131.583,43,185,49,46.85,19673.5,1967.35,213.8424,3.433328918,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,29/08/2025,NON,Friday,R9,,,,,,,,,,21:31:41,2:42:03,1452.24,463.32,212.12,0,6.38195,1261.565,49,189.84,45,47.32,18542,1854.2,197.2553,4.942033323,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,4/09/2025,D4,Thursday,R10,,138,,,,,,,,6:40:19,1:45:00,1647.42,567.91,424.59,4.12,7.09757,1796.287,44,210.84,37,44.97,17629.5,1762.95,217.6482,3.782117265,,,,248.75,241.5,1.50%,253,276.25,4.40%,,,,,,,,,
Emmanita Paki,Back,Centre,72.2,6/09/2025,NON,Saturday,R10,,,,,,,,,,11:55:41,1:28:41,1061.59,346.79,150.5,0,6.78147,1654.457,38,165.37,35,38.73,14819,1481.9,203,3.969200993,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,11/09/2025,D4,Thursday,R11,,,,,,,,,,5:58:34,1:56:11,1963.98,699.87,384.84,45.24,8.33815,2122.785,53,245.23,62,69.6,24674,2467.4,214.5565,4.494968255,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,13/07/2025,MATCH,Sunday,R2,,,,,Eels,Home,7,70,Won,16:22:05,1:16:49,3042.63,692.48,373.56,0,6.77364,1909.036,59,229.83,63,81.76,24382,2438.2,199.8525,3.92076649,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,20/07/2025,MATCH,Sunday,R3,,,,,Knights,Away,3,70,Loss,9:48:58,1:23:38,3005.99,701.07,449.13,35.3,7.48393,1863.339,55,222.57,48,85.22,22082.5,2208.25,214.3932,3.669159075,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,26/07/2025,MATCH,Saturday,R4,,,,,Titans,Home,6,70,Loss,6:14:24,1:19:41,2965.21,584.48,262.83,4.14,7.0729,1962.104,55,219.36,59,69.35,23907.5,2390.75,20971.49%,3.998404485,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,3/08/2025,MATCH,Sunday,R5,,,,,Cowboys,Away,4,70,Won,17:11:02,1:17:28,2947.78,630.51,284.25,11.98,7.29353,1858.97,54,220.1,54,66.06,22630,2263,209.537,3.897882707,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,9/08/2025,MATCH,Saturday,R6,,,,,Bulldogs,Away,9,70,Won,0:18:43,1:24:40,2449.08,607.54,395.85,28.31,7.53531,1760.124,47,187.32,49,70.9,20111.5,2011.15,209.4948,3.512917787,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,16/08/2025,MATCH,Saturday,R7,,,,,Raiders,Home,11,70,Loss,11:05:17,1:31:25,2274.15,464.15,148.68,0,6.69799,1850.498,44,137.78,59,67.28,21389,2138.9,207.6602,3.60238095,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,24/08/2025,MATCH,Sunday,R8,,,,,Sharks,Home,5,60,Loss,11:51:22,1:24:24,2829.4,568.41,264.2,18.42,8.29686,1763.37,59,205.71,58,74.58,25404,2540.4,217.1282,4.703143241,,,,,,,,,,,,,,,,,,
Emmanita Paki,Back,Centre,,30/08/2025,MATCH,Saturday,R9,,,,,Dragons,Away,10,70,Loss,4:45:07,1:19:33,2871.1,484.53,153.86,0,6.87162,1848.462,48,195.91,69,66.87,23542.5,2354.25,201.218,4.103483966,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,7/05/2025,,Wednesday,,,,,,,,,,,7:49:26,1:27:35,1200.11,238.36,63.28,0,6.95969,1254.283,35,146.57,20,25.97,14739,1473.9,267.9818,4.375764104,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,13/05/2025,D1,Tuesday,PS1,,,,,,,,,,7:07:41,1:04:12,770.22,197.76,13.44,0,5.2685,1072.189,48,194.54,7,10.22,14943,1494.3,271.6909,6.363334791,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,15/05/2025,D2,Thursday,PS1,,,,,,,,,,0:21:36,1:46:30,1693.1,350.58,181.39,0,6.51526,1488.883,38,183.65,15,19.17,13923,1392.3,262.6981,3.408310618,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,17/05/2025,D3,Saturday,PS1,,,,,,,,,,4:09:07,1:36:26,2053.69,161.61,42.74,0,5.3743,1458.572,30,150.89,9,19.49,10455,1045.5,268.0769,2.264863124,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,19/05/2025,D1,Monday,PS2,,101,,,,,,,,21:24:29,1:28:56,2165.84,417.76,106.03,0,6.17858,1746.029,56,253.01,23,21.36,21777,2177.7,275.6582,4.671279386,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,20/05/2025,D2,Tuesday,PS2,,,,,,,,,,16:29:17,1:29:06,1407.91,200.11,50.01,0,6.0538,1608.322,32,162.4,14,18.91,11730,1173,255,3.173111491,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,22/05/2025,D3,Thursday,PS2,,,,,,,,,,16:30:43,1:43:10,2320.46,516.69,136.53,0,6.96568,1786.098,72,274.01,38,43.04,29274,2927.4,266.1273,6.228924133,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,24/05/2025,D4,Saturday,PS2,,,,,,,,,,19:55:12,1:31:39,1746.42,194.41,0,0,4.87636,1925.021,37,198.81,32,41.66,17595,1759.5,255,4.044055962,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,26/05/2025,D1,Monday,PS3,,,,,,,,,,11:26:53,1:27:26,3008.92,290.71,51.92,0,5.89891,1412.256,48,181.88,26,19.97,19176,1917.6,259.1351,3.464200104,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,31/05/2025,D4,Saturday,PS3,,,,,,,,,,13:06:14,1:32:11,2186.26,40.53,22.33,0,5.2343,863.5401,3,30.19,0,2.2,765,76.5,25500.00%,0.159390076,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,2/06/2025,D1,Monday,PS4,,,,,,,,,,5:42:43,1:54:28,2870.11,341.96,193.24,0,6.36187,1951.649,34,162.77,22,28.79,14790,1479,26410.71%,249.40%,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,5/06/2025,D3,Thursday,PS4,,,,,,,,,,17:28:19,2:33:32,1921.37,390.52,165.29,0,6.6778,1756.822,34,150.89,10,12.08,11832,1183.2,26890.91%,222.96%,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,12/06/2025,D3,Thursday,PS5,,,,,,,,,,19:59:31,3:38:07,4684.46,149.18,0,0,4.61168,1440.967,30,136.9,4,3.08,8670,867,25500.00%,88.38%,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,14/06/2025,D4,Saturday,PS5,,,,,,,,,,3:38:53,1:49:59,2649.58,34.02,0,0,4.56003,662.9023,6,56.43,2,3.42,2040,204,255,0.489660483,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,103.3,16/06/2025,D1,Monday,PS6,,,,,,,,,,6:31:41,1:48:06,544.07,27.84,0,0,4.97092,467.1452,1,28.22,0,6.57,255,25.5,255,0.141566626,,,,,,,390.25,387.00,0.40%,,,,,,,,,
Felila Kia,Forward,Prop,,21/06/2025,D4,Saturday,PS6,,,,,,,,,,1:37:55,1:55:00,1712.42,3.71,0,0,4.79409,458.3109,0,12.15,0,0,0,0,n/a,0,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,102.6,24/06/2025,D1,Tuesday,PS7,,,,,,,,,,2:57:07,0:53:29,2167.25,9.38,0,0,4.26458,462.4916,2,13.87,0,1.83,510,51,255,0.146884197,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,26/06/2025,D2,Thursday,PS7,116,,,,,,,,,11:44:10,1:01:24,1993.79,42.67,0,0,4.98918,600.1049,5,45.33,3,8.51,2040,204,255,0.534242733,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,102.2,30/06/2025,D1,Monday,R1,,,,,,,,,,22:46:34,2:10:33,2423.32,48.06,0,0,4.5835,544.9829,11,44.22,8,20.91,4845,484.5,255,1.419177615,,,,,,,370.5,370.00,0.10%,,,,,,,,,
Felila Kia,Forward,Prop,,3/07/2025,D4,Thursday,R1,,,,,,,,,,14:34:05,1:32:00,2077.99,87.52,30.24,0,5.24608,585.9527,10,70.73,1,15.96,2805,280.5,25500.00%,0.78142259,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,5/07/2025,D5,Saturday,R1,,,,,,,,,,11:16:48,0:58:04,1917.28,67.73,0.47,0,5.00226,796.0958,11,51.66,6,12.92,4335,433.5,255,1.333243118,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,103,8/07/2025,D2,Tuesday,R2,,,,,,,,,,17:49:55,1:03:00,1841.57,275.61,322.38,0,5.84955,1227.631,36,189.11,25,29.14,15963,1596.3,26168.85%,4.008041694,,,,,,,367.5,365.00,0.30%,,,,,,,,,
Felila Kia,Forward,Prop,,10/07/2025,D4,Thursday,R2,,,,,,,,,,4:30:43,2:05:42,2297.74,288.46,243.63,0,6.679,1520.014,29,144.25,7,7.73,9486,948.6,263.5,1.754007072,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,12/07/2025,D5,Saturday,R2,,,,,,,,,,8:21:07,0:45:00,706.78,117.46,56.53,0,5.83849,818.8042,20,87.25,5,30.54,6375,637.5,255,3.209407415,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,15/07/2025,D2,Tuesday,R3,,,,,,,,,,13:06:14,1:20:55,1759.67,447.09,226.1,0,6.31212,1399.444,53,203.47,40,25.87,24480,2448,263.2258,6.182526987,,,,,,,,,,1132.75,1053.5,3.60%,,,,,,
Felila Kia,Forward,Prop,,17/07/2025,D4,Thursday,R3,,,,,,,,,,20:09:36,2:00:00,1371.73,265.89,137.69,6.3,7.07355,1461.694,25,131.11,21,20.33,13821,1382.1,300.4565,3.1419647,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,19/07/2025,D5,Saturday,R3,,,,,,,,,,15:50:24,0:46:35,1473.08,137.13,16.68,0,5.08382,824.8667,24,103.25,19,25.02,11271,1127.1,26211.63%,4.142744775,,,,,,,,,,,,,,,,,,
Felila Kia,Forward,Prop,,22/07/2025,D2,Tuesday,R4,,,,,,,,,,16:27:50,1:17:00,806.79,158.42,43.1,0,5.40165,1348.922,21,109.21,17,36.79,10098,1009.8,26573.68%,339.69%,,,,,,,,,,,,,,,,,,
