Name,Position Group,Position,Body Weight,Date,Day,Day Name,Week,Squat,Box Squat,Bench,Chin Ups,Opposition,Venue,Opposition Seed,Match Minutes,Result,Total Distance,Total Duration,Distance Zone 2-8 (m),HMLD,High Speed Running,VHSR,Max Speed,Accel Load,Accel Efforts,Accel Distance,Decel Efforts,Decel Distance,Relative Cumulative Mechanical Load (N),Scaled CML (N),Average Force per Effort (N),N/m,Nordic Right Hamstring (N),Nordic Left Hamstring (N),Nordic LvR % Imb,R Hip ABD (N),L Hip ABD (N),ABD LvR % Imb,R Hip ADD (N),L Hip ADD (N),ADD LvR % Imb,R Ankle PF (N),L Ankle PF (N),PF LvR % Imb,R Knee Ext (N),L Knee Ext (N),Knee LvR % Imb,R Neck Flex (N),L Neck Flex (N),Neck LvR % Imb
Laishon Albert-Jones,Forward,Lock,,16/08/2025,MATCH,Saturday,R7,,,,,Raiders,Home,11,70,Loss,6:00:00,1:31:25,2560.12,243.25,4.59,0,5.15069,2080.553,25,135.29,35,47.04,16109.5,1610.95,268.4917,2.605345086,,,,,,,,,,,,,,,,,,
Laishon Albert-Jones,Forward,Lock,,24/08/2025,MATCH,Sunday,R8,,,,,Sharks,Home,5,60,Loss,8:12:29,1:24:24,2498.43,283.35,33.8,0,5.75984,1774.97,36,140.86,40,44.99,21008,2100.8,276.4211,3.968759245,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,6/07/2025,MATCH,Sunday,R1,,,,,Roosters,Away,2,27,Loss,10:36:29,1:30:06,1422.52,166.36,53.18,0,5.90891,1001.878,20,58.7,22,30.04,9860,986,234.7619,3.347545122,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,7/09/2025,MATCH,Sunday,R10,,,,,Broncos,Home,1,35,Loss,15:11:31,1:31:50,1735.12,251.02,67.86,0,5.76714,1196.259,32,95.51,31,40.56,14875,1487.5,236.1111,4.077987012,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,14/09/2025,MATCH,Sunday,R11,,,,,Tigers,Away,12,18,Won,18:57:36,1:21:57,792.54,110.81,41.69,0,6.00762,531.617,12,45.58,10,16.22,5695,569.5,258.8636,3.284711528,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,13/07/2025,MATCH,Sunday,R2,,,,,Eels,Home,7,36,Won,23:16:48,1:16:49,2094.23,204.9,31.76,0,5.49053,1234.783,22,112.94,33,31.63,12112.5,1211.25,220.2273,3.111377689,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,20/07/2025,MATCH,Sunday,R3,,,,,Knights,Away,3,54,Loss,16:33:36,1:37:14,2972.02,334.75,126.52,0,6.16686,1694.407,34,150.62,26,37.48,14195,1419.5,236.5833,2.497057887,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,7/05/2025,,Wednesday,,,,,,,,,,,12:40:19,1:27:35,1884.63,466.65,94.76,0,6.99507,1666.508,79,337.24,49,62.92,29580,2958,231.0938,7.058776364,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,13/05/2025,D1,Tuesday,PS1,,,,,,,,,,15:02:53,1:04:12,1005.93,346.49,29.27,0,5.71112,1434.811,66,331.71,44,45.68,25330,2533,230.2727,9.106181382,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,15/05/2025,D2,Thursday,PS1,90,,,,,,,,,15:15:50,1:46:30,1703.08,398.28,92.71,0,6.09743,1947.643,53,269,32,47.03,19252.5,1925.25,226.5,4.4201352,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,17/05/2025,D3,Saturday,PS1,,,,,,,,,,15:24:29,1:36:26,1457.49,302.53,0,0,4.99697,1942.473,60,257.27,56,60.38,25840,2584,222.7586,6.158771411,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,19/05/2025,D1,Monday,PS2,96,,,,,,,,,22:27:50,1:28:56,2410.58,524.11,157.2,0,6.85619,2001.312,71,319.02,38,48.67,25712.5,2571.25,235.8945,5.122077254,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,20/05/2025,D2,Tuesday,PS2,,,,,,,,,,3:43:12,1:29:06,1767.74,403.41,56.16,0,6.12385,1873.95,73,311.51,36,42.93,24097.5,2409.75,221.078,5.994171867,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,22/05/2025,D3,Thursday,PS2,,,,,,,,,,15:02:53,1:43:10,2656.58,772.51,203.73,0,6.66485,2150.062,108,418.65,71,86.99,41310,4131,230.7821,8.035984715,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,24/05/2025,D4,Saturday,PS2,,,,,,,,,,10:27:50,1:31:39,2182.22,348.03,0,0,4.92347,2258.358,74,307.34,51,58.62,27327.5,2732.75,218.62,5.544862508,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,26/05/2025,D1,Monday,PS3,,,,,,,,,,6119.895,1:27:26,3682.02,539.05,92.51,0,5.74442,1660.271,90,331.52,45,40.18,30515,3051.5,226.037,4.986196659,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,27/05/2025,D2,Tuesday,PS3,,,,,,,,,,3:47:31,1:31:56,971.29,179.55,39.66,0,5.63129,1712.294,30,142.24,19,29,10752.5,1075.25,219.4388,3.023628309,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,31/05/2025,D4,Saturday,PS3,,,,,,,,,,16:35:02,1:16:25,1937.92,405.67,35,0,6.06407,2173.327,87,390.58,64,82.53,33575,3357.5,222.351,8.048295044,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,2/06/2025,D1,Monday,PS4,101,,,,,,,,,###############################################################################################################################################################################################################################################################,1:53:56,119426.7,421.64,96.95,0,4350371,17898.71,64,207.27,44,40.42,29707.5,2970.75,275.0694,0.00095043,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,3/06/2025,D2,Tuesday,PS4,,,,,,,,,,12:18:43,2:07:36,1470.05,314.64,51.17,0,5.97625,2155.671,36,242.05,39,48.22,16957.5,1695.75,226.1,3.991396519,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,5/06/2025,D3,Thursday,PS4,,,,,,,,,,16:29:17,2:33:32,3253.05,900.8,398.08,0,6.86181,2363.073,95,384.39,51,55.02,32937.5,3293.75,225.5993,4.678165639,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,7/06/2025,D4,Saturday,PS4,,,,,,,,,,5:45:36,1:40:02,3457.63,291.99,17.45,0,5.48591,1934.374,50,219.82,38,49.07,19932.5,1993.25,226.5057,3.239876858,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,9/06/2025,D1,Monday,PS5,106,,,,,,,,,17:38:24,1:34:25,3565.46,530.89,161.64,0,6.50065,2205.771,64,235.63,54,54.68,26477.5,2647.75,224.3856,4.088725064,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,10/06/2025,D2,Tuesday,PS5,,,,,,,,,,16:19:12,1:27:07,2150.03,340.7,125.84,0,6.18822,1581.718,44,226.27,21,22.27,15895,1589.5,244.5385,3.426621366,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,12/06/2025,D3,Thursday,PS5,,,,,,,,,,9:07:12,3:19:50,3177.17,934.1,412.58,0,6.65941,3476.23,123,506.68,69,76.26,45220,4522,235.5208,5.301674917,191,165,7.30%,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,14/06/2025,D4,Saturday,PS5,,,,,,,,,,15:17:17,1:39:05,1772.81,215.61,78.93,0,5.85524,1401.599,29,138.63,22,26.38,11517.5,1151.75,225.8333,2.967940573,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,17/06/2025,D2,Tuesday,PS6,,,,,,,,,,2:08:10,1:31:54,2029.73,335.83,94.29,0,6.19384,1582.611,46,189.66,34,40.79,18402.5,1840.25,230.0313,4.212940716,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,19/06/2025,D3,Thursday,PS6,,,,,,,,,,5:38:24,1:47:32,2537.64,730.41,272.7,0,6.73627,2063.668,96,400.6,63,65.84,36167.5,3616.75,227.4686,6.538774794,244,227,3.60%,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,21/06/2025,D4,Saturday,PS6,,,,,,,,,,1:30:43,1:55:00,2141.83,392.78,96.65,0,5.89771,1953.996,63,296.58,42,44.11,23587.5,2358.75,224.6429,4.718384225,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,85,24/06/2025,D1,Tuesday,PS7,,,,,,,,,,16:33:36,1:51:54,2867.99,554.19,135.14,0,6.31774,2167.947,96,413.41,50,70.35,33277.5,3327.75,227.9281,5.817043049,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,26/06/2025,D2,Thursday,PS7,101,175,,,,,,,,15:23:02,1:22:20,1655.39,508.1,258.02,0,6.87958,1487.874,57,264.01,34,47.45,22355,2235.5,245.6593,5.462243085,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,85,30/06/2025,D1,Monday,R1,85,,,,,,,,,11:38:24,2:13:18,1126.61,245.46,92.77,0,6.24164,1608.469,37,168.28,22,29.45,13217.5,1321.75,224.0254,3.71019106,,,,,167.5,0.00%,352.25,331.00,3.10%,,,,,,,,,
Lavinia Kitai,Forward,Prop,,1/07/2025,D2,Tuesday,R1,,,,,,,,,,23:44:10,1:44:00,1987.73,388.67,87.85,0,6.34569,1976.897,64,240.96,60,60.35,28092.5,2809.25,226.5524,5.894369458,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,3/07/2025,D4,Thursday,R1,,,,,,,,,,17:34:05,1:32:00,1979.79,317.87,227.35,0,6.56513,1499.265,30,116.49,21,21.76,11687.5,1168.75,229.1667,2.652794133,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,5/07/2025,D5,Saturday,R1,,,,,,,,,,15:00:00,1:14:04,975.54,163.93,27.83,0,5.2924,1119.615,27,109.83,18,16.24,9902.5,990.25,220.0556,3.132091883,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,86,8/07/2025,D2,Tuesday,R2,90,,,,,,,,,6:47:31,0:35:00,380.65,76.58,0.94,0,5.01007,473.0329,11,32.98,5,5.4,3485,348.5,217.8125,2.550716067,,,,,,,333.25,310.25,3.60%,,,,,,,,,
Lavinia Kitai,Forward,Prop,,10/07/2025,D4,Thursday,R2,,,,,,,,,,5:44:10,2:05:42,2786.22,539.38,249.06,0,6.61384,2111.973,72,291.64,36,43.33,24225,2422.5,224.3056,3.837174547,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,12/07/2025,D5,Saturday,R2,,,,,,,,,,6:01:26,1:25:00,1035.45,267.94,97.71,0,5.78064,1290.444,44,178.02,21,19.38,14407.5,1440.75,221.6539,4.454663537,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,87,15/07/2025,D2,Tuesday,R3,101,,,,,,,,,3:30:14,1:20:55,2330.55,528.6,182.16,0,6.97901,1558.485,63,240.63,42,45.24,24607.5,2460.75,234.3571,5.307749152,,,,,,,358.25,337.00,3.10%,,,,,,,,,
Lavinia Kitai,Forward,Prop,,17/07/2025,D4,Thursday,R3,,,,,,,,,,21:41:46,2:00:00,1828.95,421.46,196.99,0,6.81823,1799.383,49,222.73,38,37.96,20145,2014.5,231.5517,4.177810259,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,19/07/2025,D5,Saturday,R3,,,,,,,,,,5:55:41,1:05:00,1169.34,267.06,54.15,0,5.56125,1150.476,50,189.61,25,20.48,16660,1666,222.1333,5.82670892,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,26/07/2025,MATCH,Saturday,R4,,,,,Titans,Home,6,54,Loss,13:37:55,1:28:38,2630.54,346,115.9,0,5.73052,1661.279,37,157.37,33,44.02,15725,1572.5,224.6429,2.982417676,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,86.2,23/07/2025,D3,Wednesday,R4,,,,,,,,,,9:20:10,1:58:58,1950.46,505.61,261.95,0,6.69628,1735.549,58,248.21,43,45.11,23120,2312,228.9109,4.759758792,,,,,,,311.75,298.75,2.10%,,,,,,,,,
Lavinia Kitai,Forward,Prop,,25/07/2025,D5,Friday,R4,,,,,,,,,,14:12:29,1:15:00,989.58,206.78,36.22,0,5.55643,1186.963,33,141.27,22,24.09,11942.5,1194.25,217.1364,4.111592954,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,87,29/07/2025,D2,Tuesday,R5,,,,,,,,,,20:11:02,1:10:00,1556.88,145.45,29.35,0,5.67982,1325.908,22,107.62,18,23.11,8840,884,221,2.424680616,,,,,,,337,313.75,3.60%,,,,,,,,,
Lavinia Kitai,Forward,Prop,,31/07/2025,D4,Thursday,R5,,,,,,,,,,15:04:19,2:07:29,2088.86,462.06,257.65,0,6.80184,1916.57,47,211.09,37,39.62,19805,1980.5,235.7738,3.689711731,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,86,5/08/2025,D2,Tuesday,R6,,,,,,,,,,18:14:24,1:05:01,1470.87,350.51,233.85,0,6.32632,964.2005,39,166.23,30,26.67,16617.5,1661.75,240.8333,5.705070105,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,87,6/08/2025,D4,Wednesday,R6,,116,,,,,,,,17:13:55,2:18:01,2076.29,468.1,168.86,0,6.51705,1757.74,52,228.23,44,52.38,22227.5,2222.75,231.5365,4.618492087,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,87,13/08/2025,D4,Wednesday,R7,,138,,,,,,,,17:55:41,2:04:03,1764.35,388.41,211.07,0,6.33667,1874.469,46,201.57,40,45.66,19550,1955,227.3256,4.095315483,,,,,,,371.75,337.75,4.80%,,,,,,,,,
Lavinia Kitai,Forward,Prop,,15/08/2025,CR,Friday,R7,,,,,,,,,,13:19:12,1:33:13,1003.69,248.31,61.13,0,5.92329,1122.884,44,150.79,31,28.77,16702.5,1670.25,222.7,5.72482781,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,21/08/2025,D4,Thursday,R8,,,,,,,,,,14:19:41,1:55:47,2028.34,618.69,304.86,0,6.60443,1721.702,73,332.64,45,45.53,28645,2864.5,242.7542,5.859554387,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,23/08/2025,NON,Saturday,R8,,,,,,,,,,3:59:02,1:39:29,1381.79,436.62,70.18,0,5.6944,1363.406,73,282.68,44,43.91,27795,2779.5,237.5641,7.696959929,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,27/08/2025,D4,Wednesday,R9,,127,,,,,,,,7:35:02,2:14:00,1763.46,422.03,199.61,0,6.51282,1967.169,49,199.38,43,44.91,21632.5,2163.25,235.1359,4.269025259,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,29/08/2025,NON,Friday,R9,,,,,,,,,,5:38:24,2:42:09,1292.27,256.51,45.7,0,5.47241,1181.225,43,158.41,23,31.33,14917.5,1491.75,226.0227,4.5311164,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,4/09/2025,D4,Thursday,R10,,,,,,,,,,10:07:41,1:45:00,1903.85,619.92,349.9,0,6.53995,1901.865,68,263.9,52,57.2,28050,2805,233.75,6.011029435,,,,317.25,335.5,2.80%,345.5,318.50,4.10%,,,,,,,,,
Lavinia Kitai,Forward,Prop,86.7,6/09/2025,NON,Saturday,R10,,,,,,,,,,18:31:41,1:28:41,1432.93,324.01,78,0,5.92327,1539.411,56,202.68,37,36.73,21250,2125,228.4946,5.375974127,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,11/09/2025,D4,Thursday,R11,,,,,,,,,,17:28:19,1:56:11,1948.85,622.11,285.92,0.42,7.01169,1916.944,74,303.61,59,61.72,30557.5,3055.75,229.7556,6.263415382,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,3/08/2025,MATCH,Sunday,R5,,,,,Cowboys,Away,4,44,Won,14:06:43,1:17:28,1892.43,204.7,50.99,0,6.30737,1308.716,26,110.2,23,32.11,10752.5,1075.25,219.4388,2.727961421,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,9/08/2025,MATCH,Saturday,R6,,,,,Bulldogs,Away,9,31,Won,3:50:24,1:24:40,1419.85,210.99,54.93,0,5.8107,984.9261,26,91.5,17,23.21,11305,1130.5,262.907,3.626698662,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,16/08/2025,MATCH,Saturday,R7,,,,,Raiders,Home,11,49,Loss,11:49:55,1:31:25,2489.75,325.58,40.53,0,5.71722,1473.855,33,130.68,32,43.29,15385,1538.5,236.6923,3.345661285,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,24/08/2025,MATCH,Sunday,R8,,,,,Sharks,Home,5,31,Loss,6:30:14,1:24:24,1642.28,236.97,80.93,0,5.56056,1080.35,31,109.36,27,33.61,12750,1275,219.8276,4.05757492,,,,,,,,,,,,,,,,,,
Lavinia Kitai,Forward,Prop,,30/08/2025,MATCH,Saturday,R9,,,,,Dragons,Away,10,27,Loss,15:41:46,1:25:44,2182.75,303.16,131.58,0,6.26152,1055.151,35,123.4,23,29.03,13387.5,1338.75,230.819,3.521493539,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,7/09/2025,MATCH,Sunday,R10,,,,,Broncos,Home,1,61,Loss,2:39:50,1:31:50,2483.07,488.38,228.83,0,6.94268,1901.435,38,154.44,51,56.14,22532,2253.2,253.1685,3.900894564,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,14/09/2025,MATCH,Sunday,R11,,,,,Tigers,Away,12,70,Won,19:30:43,1:21:57,2485.16,432.98,263.81,5.12,7.0756,1690.809,30,115.86,32,37.31,16297,1629.7,262.8548,2.647416353,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,26/07/2025,MATCH,Saturday,R4,,,,,Titans,Home,6,,Loss,12:17:17,0:52:00,2038.55,654.52,822.68,11.18,7.06779,831.3075,38,170,15,26.3,11653,1165.3,219.8679,3.095487543,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,20/05/2025,D2,Tuesday,PS2,,,,,,,,,,21:23:02,1:29:06,1599.4,501.2,691.22,40.67,7.34523,488.3224,12,79.95,0,0,2752,275.2,229.3333,0.994618147,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,22/05/2025,D3,Thursday,PS2,,,,,,,,,,13:58:05,1:43:10,1921.76,570.02,477.68,12.82,7.29729,1204.195,42,190.54,9,10.37,11395,1139.5,223.4314,2.868411527,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,24/05/2025,D4,Saturday,PS2,,,,,,,,,,16:19:12,1:31:39,1347.22,291.91,334.83,0,6.5472,710.694,24,93.99,7,8.93,6837,683.7,220.5484,2.611854772,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,26/05/2025,D1,Monday,PS3,,,,,,,,,,22:03:22,1:27:26,3340.65,440.29,136.73,0,6.80773,1295.388,53,242.18,12,15.83,14577,1457.7,224.2615,2.660075815,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,27/05/2025,D2,Tuesday,PS3,,,,,,,,,,16:39:22,1:31:56,1663.68,623.2,708.78,0,6.9378,996.0822,23,98.59,6,6.72,6493,649.3,223.8966,1.571130115,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,31/05/2025,D4,Saturday,PS3,,,,,,,,,,23:03:50,1:32:11,777.66,120.92,50.72,8.39,7.22252,958.0693,18,90.59,14,16.1,7310,731,228.4375,2.863341822,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,2/06/2025,D1,Monday,PS4,,,,,,,,,,0:57:36,1:53:56,2873.29,696.26,827.56,0,6.47318,1516.592,39,199.8,5,18.18,10148,1014.8,230.6364,1.718240987,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,3/06/2025,D2,Tuesday,PS4,,,,,,,,,,5:51:22,2:07:36,758.98,43.25,0,0,4.27931,1191.996,7,34.48,9,15.43,3440,344,215,1.033888708,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,5/06/2025,D3,Thursday,PS4,,,,,,,,,,1:37:55,2:33:32,3288.22,629.69,448.05,25.03,7.61328,1657.379,49,179.92,18,28.76,15781,1578.1,235.5373,2.230823905,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,7/06/2025,D4,Saturday,PS4,,,,,,,,,,13:24:58,1:40:03,4362.13,291.46,57.28,0,5.51794,1645.045,48,228.49,34,46.52,19092,1909.2,232.8293,2.902596541,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,9/06/2025,D1,Monday,PS5,,,,,,,,,,0:48:58,1:34:25,3735.43,633.89,318.72,11.64,7.09185,2024.747,52,201.03,42,45.07,21801,2180.1,231.9255,3.204599595,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,10/06/2025,D2,Tuesday,PS5,,,,,,,,,,12:25:55,1:27:07,3058.34,529.12,391.98,2.55,7.05824,1310.874,40,182.78,17,17.6,12943,1294.3,227.0702,2.212660941,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,12/06/2025,D3,Thursday,PS5,,,,,,,,,,19:26:24,3:13:56,4609.1,1147.76,860.93,73.78,7.55965,3121.148,82,446.94,60,66.77,33970,3397,239.2254,3.222406778,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,14/06/2025,D4,Saturday,PS5,,,,,,,,,,7:17:46,1:39:05,1962.93,312.63,159.02,0,6.45578,1090.049,30,142.38,18,19.35,10836,1083.6,225.75,2.545272783,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,86.5,16/06/2025,D1,Monday,PS6,,,,,,,,,,14:19:41,1:48:06,1597.39,375.49,169.89,49.45,7.49747,1825.676,48,210.65,35,54.73,19221,1922.1,231.5783,4.03921576,,,,,,,480.5,501.50,2.10%,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,17/06/2025,D2,Tuesday,PS6,,,,,,,,,,6:41:46,1:31:54,1941.47,465.13,286.84,18.03,7.4666,1747.805,43,170.42,36,48.93,19565,1956.5,247.6582,3.870977443,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,19/06/2025,D3,Thursday,PS6,,,,,,,,,,14:21:07,1:47:32,2769.38,847.61,503.46,77.43,7.88729,2056.852,78,393.25,60,72.63,35475,3547.5,257.0652,5.79032605,473,356,14.10%,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,21/06/2025,D4,Saturday,PS6,,,,,,,,,,5:18:14,1:55:00,1800.23,395.15,187.29,17.61,7.48863,1513.104,36,182.3,39,47.52,18662,1866.2,248.8267,4.059408934,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,87.3,24/06/2025,D1,Tuesday,PS7,,,,,,,,,,2:42:43,1:51:54,3347.18,747.27,453.14,34.29,7.44036,2344.628,76,413.98,47,75.36,29326,2932.6,238.4228,4.202568803,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,26/06/2025,D2,Thursday,PS7,,,,,,,,,,9:43:12,1:22:20,1449.9,436.77,287.06,16.94,7.12674,990.1005,34,153.89,14,18.86,11524,1152.4,240.0833,3.538871854,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,85.5,15/07/2025,D2,Tuesday,R3,,,,,,,,,,23:55:41,1:20:55,2014.95,489.41,191.04,0,6.37185,1585.717,72,271.69,52,46.3,28509,2850.9,229.9113,6.21382272,,,,,,,475,484.75,1.00%,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,17/07/2025,D4,Thursday,R3,,,,,,,,,,23:51:22,2:00:00,2523.87,685.42,527.21,50.61,8.10679,1510.298,52,223.66,33,46.11,19049,1904.9,224.1059,3.264054075,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,19/07/2025,D5,Saturday,R3,,,,,,,,,,6:05:46,0:46:35,1501.79,317.76,203,0,6.51623,896.0208,41,144.11,24,33.22,14233,1423.3,218.9692,4.967447912,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,22/07/2025,D2,Tuesday,R4,,,,,,,,,,0:15:50,1:17:00,570.69,128.84,0,0,4.79774,1008.876,24,78.44,24,42.54,10836,1083.6,225.75,5.111294234,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,25/07/2025,D5,Friday,R4,,,,,,,,,,1:00:29,0:48:47,1660.44,442.82,507.58,0,6.88274,838.8686,40,165.82,24,31.59,14620,1462,228.4375,5.122559514,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,29/07/2025,D2,Tuesday,R5,,,,,,,,,,23:51:22,1:10:00,1566.1,325.94,213.57,19.31,8.05287,1162.968,25,111.99,18,31.46,9933,993.3,231,2.620157141,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,31/07/2025,D4,Thursday,R5,,,,,,,,,,2:44:10,2:07:29,1550.12,351.74,238.88,23.8,7.40518,1464.144,27,133.18,22,24.75,11567,1156.7,236.0612,2.393776306,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,5/08/2025,D2,Tuesday,R6,,,,,,,,,,10:56:38,1:05:01,1503.97,463.73,348.26,16.53,7.42393,1024.164,42,174.94,24,34.84,16125,1612.5,244.3182,4.792751042,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,6/08/2025,D4,Wednesday,R6,,,,,,,,,,15:05:46,2:18:01,2718.27,792.11,524.49,30.06,7.47413,2062.601,56,247.32,50,75.1,24682,2468.2,232.8491,3.844171654,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,11/08/2025,D2,Monday,R7,,,,,,,,,,6:31:41,1:17:27,1401.28,427.91,163.69,0,6.92573,1658.718,57,274.03,42,68.74,24381,2438.1,246.2727,6.422353298,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,13/08/2025,D4,Wednesday,R7,,,,,,,,,,1:12:00,2:04:03,2537.93,755.16,550.05,86.11,7.41231,2069.52,55,248.59,52,71.74,26101,2610.1,243.9346,4.348680867,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,15/08/2025,CR,Friday,R7,,,,,,,,,,11:16:48,3:48:52,3881.52,987.34,598.24,12.52,7.15472,3490.446,92,422.56,48,60.06,32938,3293.8,235.2714,3.05052943,,,,,,,,,,,,,,,,,,
Lavinia Tauhalaliku,Back,Wing,,27/08/2025,D4,Wednesday,R9,,148,,,,,,,,7:26:24,2:14:00,1358.01,359.44,373.56,0,6.77805,1635.286,24,128.01,11,17.76,8514,851.4,243.2571,1.731082425,,,,,,,,,,,,,,,,,,
