Name,"Position Name",Date,"Day Name","Total Duration","Total Distance (m)","Distance Zone 2-8 (m)","HMLD (Gen 2)","High Speed Running","V High Speed Running","Maximum Velocity (m/s)","Acceleration B1-3 Total Efforts (Gen 2)","Acceleration B1-3 Distance (Gen 2) (m)","Deceleration B1-3 Total Efforts (Gen 2)","Deceleration B1-3 Distance (Gen 2) (m)",N/m
"Shakira Baker - 11/08/2025",Wing,11/08/2025,Monday,01:17:27,3592.9646,1502.43999,311.89999,108.01,2.77,7.01931,43,217.02999,26,47.48,4.64616
"Shakira Baker - 13/08/2025",Wing,13/08/2025,Wednesday,02:04:03,5614.1792,2277.88999,567.79999,372.13,28.08,7.15098,59,267.29,39,41.16,4.55543
"Shakira Baker - 15/08/2025",Wing,15/08/2025,Friday,03:48:52,6713.79834,2261.53996,634.91998,203.86,0,6.41243,86,332.31,44,35.8,4.83437
"Shakira Baker - 16/08/2025",Wing,16/08/2025,Saturday,01:31:25,6032.26489,2421.14998,533.06,141.24,0,6.19502,64,241.73999,66,78.42,5.45765
"Shakira Baker - 21/08/2025",Wing,21/08/2025,Thursday,01:55:47,6010.35449,2430.62005,756.38,473.98001,17.08,7.42895,77,331.72999,60,71.42,5.67096
"Shakira Baker - 23/08/2025",Wing,23/08/2025,Saturday,01:39:29,4069.13623,1458.64001,440.29999,180.41,0,6.54426,52,215.21999,36,45.27,5.51948
"Shakira Baker - 24/08/2025",Wing,24/08/2025,Sunday,01:24:24,5902.31934,2607.13998,613.29999,276.66,4.75,7.40833,55,207.94,47,67.61,5.10511
"Shakira Baker - 27/08/2025",Wing,27/08/2025,Wednesday,02:14:00,5651.7373,2166.07006,550.06,266.54,0,6.86468,49,212.3,36,39.55,3.80936
"Shakira Baker - 29/08/2025",Wing,29/08/2025,Friday,02:42:09,3611.1272,1345.89998,428.13,184.42999,0,6.73249,44,195.65001,37,35.57,5.60144
"Shakira Baker - 30/08/2025",Wing,30/08/2025,Saturday,01:19:33,5737.49878,2392.61,498.36,166.79,19.44,7.41736,63,240.69,58,59.67,5.42196
"Shakira Baker - 04/09/2025",Wing,04/09/2025,Thursday,01:45:00,4841.75098,1882.63004,668.73999,418.09,0,6.93778,59,293.39,43,56.47,5.35901
"Shakira Baker - 06/09/2025",Wing,06/09/2025,Saturday,01:28:41,4240.12451,1609.41002,474.54001,202.69001,0,6.81964,64,269.78001,45,48.62,6.3497
"Shakira Baker - 07/09/2025",Wing,07/09/2025,Sunday,01:31:50,6190.65283,2642.26994,605.55002,197.22,0,6.77514,71,288.78001,71,81.85,6.00155
"Shakira Baker - 11/09/2025",Wing,11/09/2025,Thursday,01:56:11,5496.97363,1866.46002,627.52002,331.97,0,6.75887,66,274.76,45,51.15,5.12628
"Shakira Baker - 14/09/2025",Wing,14/09/2025,Sunday,01:21:57,5997.84399,2231.04,616.74002,317.59,1.42,7.21391,53,190.3,47,60.56,4.34156
"Sharnyze Pihema - 29/05/2025",Centre,29/05/2025,Thursday,00:14:08,57.264,13.31,5.5,0,0,4.10708,0,2.96,1,1.64,6.72325
"Sharnyze Pihema - 12/06/2025",Centre,12/06/2025,Thursday,01:42:07,3433.05176,123.27,9.19,0,0,4.14923,1,4.42,1,1.55,0.16021
"Sharnyze Pihema - 14/06/2025",Centre,14/06/2025,Saturday,00:40:56,1.958,0,0,0,0,1.01567,0,0,0,0,0
"Sharnyze Pihema - 16/06/2025",Centre,16/06/2025,Monday,01:48:06,3427.78516,1347.75,0,0,0,3.98069,0,0,0,0,0
"Sharnyze Pihema - 19/06/2025",Centre,19/06/2025,Thursday,00:56:13,3489.9021,1869.73001,0.47,0,0,4.34003,0,1.86,1,0.09,0.0788
"Sharnyze Pihema - 21/06/2025",Centre,21/06/2025,Saturday,01:55:00,3440.11035,1959.24998,13.46,0,0,4.56613,3,17.4,0,0.52,0.23982
"Sharnyze Pihema - 24/06/2025",Centre,24/06/2025,Tuesday,00:53:29,3503.86914,2143.37006,2.13,0,0,4.98722,0,9.42,0,0.27,0
"Sharnyze Pihema - 26/06/2025",Centre,26/06/2025,Thursday,01:01:24,3592.29248,1887.90995,22.91,40.11,0,5.29145,2,18.24,0,0.38,0.15311
"Sharnyze Pihema - 30/06/2025",Centre,30/06/2025,Monday,02:10:33,3607.15527,2416.90998,15.7,0,0,4.65651,0,22.51,0,8.56,0
"Sharnyze Pihema - 01/07/2025",Centre,01/07/2025,Tuesday,01:44:00,1263.98804,486.04999,22.67,0,0,4.30014,3,29.22,4,4.89,1.52296
"Sharnyze Pihema - 03/07/2025",Centre,03/07/2025,Thursday,01:32:00,3680.95825,2047.49,4.73,0,0,4.34891,0,15.51,0,2.77,0
"Sharnyze Pihema - 05/07/2025",Centre,05/07/2025,Saturday,00:58:04,2737.72217,1346.67,35.45,0,0,4.48945,6,51.8,0,1.71,0.60269
"Sharnyze Pihema - 08/07/2025",Centre,08/07/2025,Tuesday,01:03:00,2818.42529,1221.27998,107.84,2.49,0,5.01965,20,97.24,3,19.63,2.24416
"Sharnyze Pihema - 10/07/2025",Centre,10/07/2025,Thursday,02:05:42,3124.14963,1708.97003,78.04,0,0,4.6071,16,81.78,11,10,2.37665
"Sharnyze Pihema - 12/07/2025",Centre,12/07/2025,Saturday,00:45:00,1980.22205,701.61999,59.08,25.36,0,5.27386,6,56.89,8,18.61,1.94423
"Sharnyze Pihema - 15/07/2025",Centre,15/07/2025,Tuesday,01:20:55,3475.12817,1366.21997,194.14001,0,0,4.68004,35,154.97,26,22.81,4.85881
"Sharnyze Pihema - 17/07/2025",Centre,17/07/2025,Thursday,02:00:00,3740.3562,1536.77998,165.12,203.03999,0,5.90108,13,63.99,2,7.14,1.10284
"Sharnyze Pihema - 19/07/2025",Centre,19/07/2025,Saturday,00:46:35,2143.35107,856.75999,84.95,0,0,4.85126,16,65.12,5,5.12,2.69438
"Sharnyze Pihema - 25/07/2025",Centre,25/07/2025,Friday,00:48:47,2651.91016,1391.37997,125.2,39.09,0,5.24394,14,74.74,6,8.55,2.07398
"Sharnyze Pihema - 29/07/2025",Centre,29/07/2025,Tuesday,01:10:00,2982.67432,1390.67003,73.41,11.14,0,5.15885,6,36.05,1,4.63,0.64539
"Sharnyze Pihema - 05/08/2025",Centre,05/08/2025,Tuesday,01:05:01,2434.43115,1027.3,184.42999,50.24,0,5.35837,30,115.84,18,16.84,5.55777
"Sharnyze Pihema - 11/08/2025",Centre,11/08/2025,Monday,01:17:27,3414.14697,1137.93001,145.78,21.42,0,5.65078,20,151.86,8,20.56,2.25532
"Sharnyze Pihema - 15/08/2025",Centre,15/08/2025,Friday,03:48:52,4667.25635,1078.58004,21.5,0,0,4.28459,2,29.84,0,3.8,0.11784
"Sharnyze Pihema - 18/08/2025",Centre,18/08/2025,Monday,00:52:45,2649.06396,952.97999,114.84,1.34,0,5.09917,24,105.7,7,5.32,3.30117
"Sharnyze Pihema - 19/08/2025",Centre,19/08/2025,Tuesday,01:38:57,4503.43652,1369.17005,89.77,0,0,4.99348,16,107.25,5,15.68,1.30678
"Sharnyze Pihema - 21/08/2025",Centre,21/08/2025,Thursday,01:55:47,3973.78613,1417.90001,281.97,179.21001,0,5.96647,27,118.11,10,13.14,2.64357
"Sharnyze Pihema - 23/08/2025",Centre,23/08/2025,Saturday,01:08:31,3598.84937,2368.55,116.22,45.59,0,5.44877,15,79.14,1,8.61,1.25318
"Sharnyze Pihema - 04/09/2025",Centre,04/09/2025,Thursday,01:45:00,3694.43384,1135.58999,178.08,145.44,0,6.0916,14,48.69,1,3.08,1.11654
"Sharnyze Pihema - 06/09/2025",Centre,06/09/2025,Saturday,01:28:41,2704.07422,1425.69998,125.91,24.89,0,5.85174,19,96.79,0,0,1.97295
"Sharnyze Pihema - 11/09/2025",Centre,11/09/2025,Thursday,01:56:11,4358.11328,1459.63996,249.11,105.25,0,6.17854,31,136.82,8,9.86,2.58713
"Tyra Wetere - 07/05/2025","Full Back",07/05/2025,Wednesday,01:27:35,4794.45367,2603.81001,766.35999,243.54,43.1,7.98914,116,466.97,85,99.9,7.43526
"Tyra Wetere - 13/05/2025","Full Back",13/05/2025,Tuesday,01:04:12,2995.57098,1398.63999,402.68,35.63,12.96,7.45726,76,342.72,49,50.82,7.01836
"Tyra Wetere - 15/05/2025","Full Back",15/05/2025,Thursday,01:46:30,4916.57391,2501.01002,690.03002,431.05,24.46,7.42597,63,325.14,35,63.31,3.4821
"Tyra Wetere - 17/05/2025","Full Back",17/05/2025,Saturday,01:36:26,4734.29199,2169.60007,464.45999,66.37,0,6.99866,94,379.23001,61,79.95,5.41411
"Tyra Wetere - 19/05/2025","Full Back",19/05/2025,Monday,01:28:56,5318.23828,2888.53996,673.23002,166.15,0,6.89131,75,326.69,66,77.05,4.56693
"Tyra Wetere - 20/05/2025","Full Back",20/05/2025,Tuesday,01:29:06,4470.85303,2146.73997,664.15001,185.15,37,7.64537,101,400.77001,58,57.4,6.03375
"Tyra Wetere - 22/05/2025","Full Back",22/05/2025,Thursday,01:43:10,5395.68115,3108.77996,1022.82001,309.23999,47.36,7.75988,140,557.47999,108,121.13,8.32666
"Tyra Wetere - 24/05/2025","Full Back",24/05/2025,Saturday,01:31:39,4989.5415,2562.06004,665.96997,182.24,38.21,7.50007,117,488.91,88,105.89,6.98421
"Tyra Wetere - 26/05/2025","Full Back",26/05/2025,Monday,01:27:26,5846.81763,3581.54,732.91002,235.84,43.58,7.79675,100,408.54999,57,55.5,4.65758
"Tyra Wetere - 27/05/2025","Full Back",27/05/2025,Tuesday,01:31:56,3521.13696,1576.54997,496.56,551.05998,24.98,7.42683,30,139.88,20,22.5,2.36287
"Tyra Wetere - 29/05/2025","Full Back",29/05/2025,Thursday,01:54:21,6556.24267,3573.91995,1163.01001,313.675,75.395,7.89207,123,512.67999,100,123.18,6.20843
"Tyra Wetere - 31/05/2025","Full Back",31/05/2025,Saturday,01:24:35,4181.68546,2100.7,626.03001,86.1,15.8,7.38362,125,477.13,92,124.72,8.89976
"Tyra Wetere - 02/06/2025","Full Back",02/06/2025,Monday,01:53:56,6791.35559,3914.96999,875.36002,350.51,0,6.76339,96,381.64,69,84.9,4.28309
"Tyra Wetere - 03/06/2025","Full Back",03/06/2025,Tuesday,02:07:36,4136.99139,1410.74001,315.54001,92,3.46,7.01437,33,174.6,22,44.38,2.23544
"Tyra Wetere - 05/06/2025","Full Back",05/06/2025,Thursday,02:33:32,7272.13501,3604.93001,963.41997,610.44999,104.55,7.74689,73,341.91,57,71.76,3.36627
"Tyra Wetere - 07/06/2025","Full Back",07/06/2025,Saturday,01:40:02,6342.50558,3743.39999,402.58,66.74,0,5.67211,70,300.94,52,63.8,3.32487
"Tyra Wetere - 09/06/2025","Full Back",09/06/2025,Monday,01:34:25,7157.38348,4354.62003,1010.58998,585.59999,42.55,7.58013,89,408.31999,60,75.83,3.6572
"Tyra Wetere - 10/06/2025","Full Back",10/06/2025,Tuesday,01:27:07,6337.36316,3912.68002,898.29002,730.37002,0,6.71286,67,356.08,33,40.34,2.90847
"Tyra Wetere - 12/06/2025","Full Back",12/06/2025,Thursday,03:19:50,10586.70859,4758.49001,1813.5,1307.50001,87.03,7.22769,133,781.25999,128,173.19,4.68814
"Tyra Wetere - 14/06/2025","Full Back",14/06/2025,Saturday,01:39:05,4221.39508,2264.94999,521.12,255.47,38.13,7.49814,59,283.2,39,46.71,4.1844
"Tyra Wetere - 16/06/2025","Full Back",16/06/2025,Monday,01:48:06,4055.33813,1487.22999,355.69,180.74,33.96,7.8129,34,186.34,26,47.71,2.57241
"Tyra Wetere - 17/06/2025","Full Back",17/06/2025,Tuesday,01:31:54,4209.56543,1937.58003,397.21,247.01,39.8,7.53301,38,141.47,26,36.1,2.72902
"Tyra Wetere - 19/06/2025","Full Back",19/06/2025,Thursday,01:47:32,6112.10645,3333.43002,1126.29001,674.67001,132.6,7.99336,109,492.05,77,104.68,5.55488
"Tyra Wetere - 21/06/2025","Full Back",21/06/2025,Saturday,01:55:00,4849.26758,2532.7,732.66998,406.8,55.41,7.72448,72,320.85001,62,76.29,5.16697
"Tyra Wetere - 24/06/2025","Full Back",24/06/2025,Tuesday,01:51:54,5702.00745,2970.23999,623.76003,362.38,27.28,7.6168,73,358.22001,53,85.68,3.9565
"Tyra Wetere - 26/06/2025","Full Back",26/06/2025,Thursday,01:22:20,4936.89111,2631.87,880.84,483.92,86.22,7.66157,87,409.05,76,89.24,6.15772
"Tyra Wetere - 30/06/2025","Full Back",30/06/2025,Monday,02:13:12,5031.29639,2412.56999,763.41998,573.98999,38.95,7.59824,61,359.27,56,72.82,4.36945
"Tyra Wetere - 01/07/2025","Full Back",01/07/2025,Tuesday,01:44:00,5366.35449,2474.24007,506.73999,340.42,22.38,7.42075,45,186.64001,45,49.66,2.97558
"Tyra Wetere - 03/07/2025","Full Back",03/07/2025,Thursday,06:23:20,0,0,0,0,0,0,0,0,0,0,n/a
"Tyra Wetere - 05/07/2025","Full Back",05/07/2025,Saturday,01:14:04,3173.354,1359.75996,169.56,73.54,0,6.10162,22,76.2,12,12.35,1.75461
"Tyra Wetere - 08/07/2025","Full Back",08/07/2025,Tuesday,01:03:00,4166.91406,2356.09001,770.96997,778.70998,149.39,7.7761,63,292.36,37,66.21,4.23143
"Tyra Wetere - 10/07/2025","Full Back",10/07/2025,Thursday,02:05:42,5867.5249,2881.98,811.42,663.89001,62.88,7.74529,51,215.4,45,53.4,2.89049
"Tyra Wetere - 12/07/2025","Full Back",12/07/2025,Saturday,01:25:00,3564.95215,1297.50002,310.09,190.98001,1.91,7.02951,30,134.74,22,25.21,2.62107
"Tyra Wetere - 15/07/2025","Full Back",15/07/2025,Tuesday,01:20:55,4997.49414,2726.18002,746.38998,493.86,0,6.87042,73,334.77999,65,64.37,4.87925
"Tyra Wetere - 17/07/2025","Full Back",17/07/2025,Thursday,02:00:00,5358.92529,2359.77002,517.28998,294.42001,64.76,8.04025,40,204.16,39,52.46,2.59754
"Tyra Wetere - 19/07/2025","Full Back",19/07/2025,Saturday,00:46:35,2604.35376,1423.31999,430.54001,421.91999,1.32,7.02129,40,152.67,36,43.49,5.12373
"Tyra Wetere - 22/07/2025","Full Back",22/07/2025,Tuesday,01:17:00,3011.56836,1144.19001,252.94,121.18,8.48,7.07143,34,137.92,38,48.23,4.05901
"Tyra Wetere - 23/07/2025","Full Back",23/07/2025,Wednesday,01:58:58,4887.3291,2020.01998,627.38,332.92,15.52,7.1129,65,289.84,58,61.13,4.51781
"Tyra Wetere - 25/07/2025","Full Back",25/07/2025,Friday,00:48:47,2453.19312,1185.23001,365.82999,395.15,0,6.50041,29,127.65,22,30.53,4.05675
"Tyra Wetere - 29/07/2025","Full Back",29/07/2025,Tuesday,01:10:00,3717.15015,1848.64998,439.54001,191.95,1.33,7.00106,46,174.38999,33,42.45,3.63289
"Tyra Wetere - 31/07/2025","Full Back",31/07/2025,Thursday,02:07:29,6014.26611,2455.38001,658.62,479.63001,93.98,7.45207,55,278.29001,37,56.66,3.06471
"Tyra Wetere - 03/08/2025","Full Back",03/08/2025,Sunday,01:17:28,5939.8269,2942.64004,530.58,371.78,77.52,7.96492,37,163.88,30,52.56,2.06336
"Tyra Wetere - 06/08/2025","Full Back",06/08/2025,Wednesday,02:18:01,5641.31738,2272.91001,677.53003,423.16,13.5,7.22769,59,241.27001,52,69.01,3.44884
"Tyra Wetere - 09/08/2025","Full Back",09/08/2025,Saturday,01:24:40,6049.31714,2858.19005,523.12999,231.77,1.28,7.02447,62,219.48,51,67.54,3.50717
"Tyra Wetere - 13/08/2025","Full Back",13/08/2025,Wednesday,02:04:03,4611.79102,1673.54002,414.04001,241.97,16.08,7.15695,39,185.3,27,36.24,2.66447
"Tyra Wetere - 15/08/2025","Full Back",15/08/2025,Friday,03:48:52,5072.74707,1890.71999,415.39999,247.46001,30.46,7.17517,42,168.02,20,27.7,2.13218
"Tyra Wetere - 18/08/2025","Full Back",18/08/2025,Monday,00:52:45,3116.39795,1709.28998,318.73001,118.1,0,6.23213,44,199.24,23,24.76,3.66577
"Tyra Wetere - 19/08/2025","Full Back",19/08/2025,Tuesday,01:38:57,5363.52539,2639.01001,665.60999,265.06,19.25,7.34305,85,466.09001,64,83.08,4.946
"Tyra Wetere - 21/08/2025","Full Back",21/08/2025,Thursday,01:55:47,5466.63867,2092.41996,604,325.21,0,6.96275,55,254.22,42,54.13,3.13758
"Tyra Wetere - 23/08/2025","Full Back",23/08/2025,Saturday,01:39:29,4184.32373,1433.01998,396.82999,231.24,16.49,7.36425,35,172.39,35,37.77,2.93668
"Tyra Wetere - 24/08/2025","Full Back",24/08/2025,Sunday,01:24:24,6158.3313,3292.07001,598.29001,298.82,33.89,7.75398,57,193,53,70.11,3.35156
"Tyra Wetere - 27/08/2025","Full Back",27/08/2025,Wednesday,02:14:00,4993.71338,1829.52002,533.63,425.09001,15.07,7.16692,36,188.32,35,46.46,2.76187
"Tyra Wetere - 29/08/2025","Full Back",29/08/2025,Friday,02:42:09,3944.8623,1504.94999,378.25,207.69,0,6.83556,40,162.67,29,28.19,2.9527
"Tyra Wetere - 30/08/2025","Full Back",30/08/2025,Saturday,01:19:33,5866.22021,3067.99,656.21002,361.8,65.82,7.83218,53,219.78999,41,61.9,3.14206
"Tyra Wetere - 04/09/2025","Full Back",04/09/2025,Thursday,01:45:00,5129.38428,2053.09,684.09003,488.29,69.95,7.40583,60,269.8,42,61.19,3.44369
"Tyra Wetere - 06/09/2025","Full Back",06/09/2025,Saturday,01:28:41,4542.04932,1719.51001,528.56,254.26,0,6.49384,64,270.21,43,66.44,4.05103
"Tyra Wetere - 07/09/2025","Full Back",07/09/2025,Sunday,01:31:50,6288.23071,3214.32998,723.57001,399.57,7.27,7.23025,71,286.97999,52,75.57,3.60292
"Tyra Wetere - 11/09/2025","Full Back",11/09/2025,Thursday,01:56:11,5850.19775,2328.68999,757.90997,488.74001,33.27,7.29042,68,280.82,51,59.61,3.53903
"Tyra Wetere - 14/09/2025","Full Back",14/09/2025,Sunday,01:21:57,6114.23218,2995.45999,565.72,294.48,61.94,7.73784,45,199.21,37,51.19,2.54357
"Tysha Ikenasio - 07/05/2025",Five-Eighth,07/05/2025,Wednesday,01:27:35,3023.61612,1152.76,191.16,80.15,7.7,7.07664,30,124.3,9,14.5,2.31627
"Tysha Ikenasio - 13/05/2025",Five-Eighth,13/05/2025,Tuesday,01:04:12,2473.02197,1077.38,335.68,49.12,0,6.89879,62,265.1,29,26.41,6.71021
"Tysha Ikenasio - 15/05/2025",Five-Eighth,15/05/2025,Thursday,01:46:30,4623.12616,1985.43,565.45,401.24,39.57,7.35221,33,161.63,23,32.95,2.20889
"Tysha Ikenasio - 17/05/2025",Five-Eighth,17/05/2025,Saturday,01:36:26,4846.24023,2334.12999,531.78003,138.89,0,6.65099,90,378.36,61,84.1,5.61683
"Tysha Ikenasio - 19/05/2025",Five-Eighth,19/05/2025,Monday,01:28:56,4185.08252,2184.73001,687.17,569.06001,0,6.49845,61,280.02,26,33.64,3.81677
"Tysha Ikenasio - 20/05/2025",Five-Eighth,20/05/2025,Tuesday,01:29:06,4581.6731,2176.27,391.92999,107.42,0,6.10887,56,225.1,41,43.8,3.72735
"Tysha Ikenasio - 22/05/2025",Five-Eighth,22/05/2025,Thursday,01:43:10,4374.13379,2311.44,707.13,329.28,60.51,7.78195,80,352.49,55,68.87,6.06532
"Tysha Ikenasio - 24/05/2025",Five-Eighth,24/05/2025,Saturday,01:31:39,5066.74805,2407.53995,607.51001,104.43,0,6.48526,115,471.62,96,97.45,7.68748
"Tysha Ikenasio - 26/05/2025",Five-Eighth,26/05/2025,Monday,01:27:26,5127.47058,3222.07001,553.73,246.62,0,6.73396,66,241.65,38,33.93,3.66028
"Tysha Ikenasio - 27/05/2025",Five-Eighth,27/05/2025,Tuesday,01:31:56,4052.28149,1502.67998,389.67001,163.98,0,6.73172,50,219.02999,45,64.37,4.23132
"Tysha Ikenasio - 29/05/2025",Five-Eighth,29/05/2025,Thursday,01:53:59,5748.20161,2778.83001,839.06998,238.05999,30.45,7.71126,100,416.35999,74,87.99,5.65377
"Tysha Ikenasio - 31/05/2025",Five-Eighth,31/05/2025,Saturday,01:24:35,4911.10034,2443.54998,606.00001,112.09,0,6.84722,120,510.12999,99,110.87,8.6617
"Tysha Ikenasio - 02/06/2025",Five-Eighth,02/06/2025,Monday,01:53:56,6169.28833,3650.88001,704.96999,374.62,16.91,7.13945,52,219.05,55,61.08,3.42244
"Tysha Ikenasio - 03/06/2025",Five-Eighth,03/06/2025,Tuesday,02:07:36,5038.64337,1693.45997,275.52,115.07,0,6.43471,31,177.14999,29,49.38,2.18422
"Tysha Ikenasio - 05/06/2025",Five-Eighth,05/06/2025,Thursday,02:33:32,7150.59961,3692.47008,935.15001,657.66002,77.17,7.59851,70,332.06,40,54.35,2.94311
"Tysha Ikenasio - 07/06/2025",Five-Eighth,07/06/2025,Saturday,01:40:02,5877.96545,3517.72999,447.49001,126.44,0,6.73626,66,277.65,63,76.92,4.14965
"Tysha Ikenasio - 09/06/2025",Five-Eighth,09/06/2025,Monday,01:34:25,7627.53668,4434.07999,801.32001,560.86,30.31,7.18854,68,270.52,58,53.87,2.96714
"Tysha Ikenasio - 10/06/2025",Five-Eighth,10/06/2025,Tuesday,01:27:07,6697.84277,3959.86,888.18001,686.98,0,6.57401,73,368.10001,56,48.99,3.56443
"Tysha Ikenasio - 12/06/2025",Five-Eighth,12/06/2025,Thursday,03:19:50,10516.86084,4669.64997,1527.44003,883.06,64.5,7.24262,170,805.48,138,134.4,5.58988
"Tysha Ikenasio - 14/06/2025",Five-Eighth,14/06/2025,Saturday,01:39:05,5193.10184,2885.32998,558.38,296.13,0,6.50889,57,271.28,54,50.06,3.9462
"Tysha Ikenasio - 16/06/2025",Five-Eighth,16/06/2025,Monday,01:48:06,4957.48389,2176.84996,468.85999,260.46,7.58,7.05481,54,261.02,48,58.02,3.67444
"Tysha Ikenasio - 17/06/2025",Five-Eighth,17/06/2025,Tuesday,01:31:54,5821.20233,2747.78004,679.13,414.65,53.29,7.4823,59,281.22999,55,62.84,3.62116
"Tysha Ikenasio - 19/06/2025",Five-Eighth,19/06/2025,Thursday,01:47:32,6774.91888,3455.24003,1092.77003,634.26001,125.07,7.84912,120,546.94,109,92.56,6.30937
"Tysha Ikenasio - 21/06/2025",Five-Eighth,21/06/2025,Saturday,01:55:00,5706.5,2984.27999,857.21997,791.19,0,6.85341,71,325.91999,58,69.28,4.38921
"Tysha Ikenasio - 24/06/2025",Five-Eighth,24/06/2025,Tuesday,01:51:54,6574.4032,3320.47996,901.08999,561.79999,30.01,7.38292,105,469.49,79,86.82,5.15317
"Tysha Ikenasio - 26/06/2025",Five-Eighth,26/06/2025,Thursday,01:22:20,5063.56158,2501.84998,774.03999,534.40001,112.28,7.59676,63,305.81,69,80.65,5.31444
"Tysha Ikenasio - 30/06/2025",Five-Eighth,30/06/2025,Monday,02:13:15,5048.15918,2094.08999,576.31,474.58,34.07,7.62924,45,285.33999,37,38.4,3.17789
"Tysha Ikenasio - 01/07/2025",Five-Eighth,01/07/2025,Tuesday,01:44:00,4838.50146,2186.58002,413.07999,226.73001,0,6.82088,45,240.18,40,44.84,3.20864
"Tysha Ikenasio - 03/07/2025",Five-Eighth,03/07/2025,Thursday,01:32:00,5955.37451,3160.43003,620.70001,443.10001,75.02,7.56066,43,220.87,42,50.67,2.74592
"Tysha Ikenasio - 05/07/2025",Five-Eighth,05/07/2025,Saturday,01:14:04,4364.73682,2006.79997,360.16,211.58,0,6.63874,32,153.27999,24,19.78,2.27643
"Tysha Ikenasio - 06/07/2025",Five-Eighth,06/07/2025,Sunday,01:30:06,6616.7644,3568.02,752.94,245.49,0,6.71241,76,321.14001,91,108.33,5.14625
"Tysha Ikenasio - 08/07/2025",Five-Eighth,08/07/2025,Tuesday,00:35:00,1775.99011,547.07,122.42,64.98,0,6.04356,4,29.52,3,1.09,0.71875
"Tysha Ikenasio - 10/07/2025",Five-Eighth,10/07/2025,Thursday,02:05:42,7010.76123,3316.91998,933.98003,796.36999,57.94,7.27543,62,294.05,47,61.82,2.82958
"Tysha Ikenasio - 12/07/2025",Five-Eighth,12/07/2025,Saturday,01:25:00,4604.42627,1910.69,440.76001,287.06,10.57,7.138,33,141.2,29,32.78,2.45764
"Tysha Ikenasio - 13/07/2025",Five-Eighth,13/07/2025,Sunday,01:16:49,6817.44775,3962.49005,856.06,323.94,24.41,7.22876,89,342.11001,105,115.08,5.57166
"Tysha Ikenasio - 15/07/2025",Five-Eighth,15/07/2025,Tuesday,01:02:00,3160.88525,1219.97999,228.81,131.37,0,6.55723,15,99.22,14,16,1.69177
"Tysha Ikenasio - 17/07/2025",Five-Eighth,17/07/2025,Thursday,02:00:00,6146.33496,2774.44997,595.01001,283.20999,40.71,7.73677,59,245.33,52,51.42,3.27244
"Tysha Ikenasio - 19/07/2025",Five-Eighth,19/07/2025,Saturday,01:05:00,3224.13623,1385.83001,315.72,156.52,0,6.33319,34,134.88,26,24.13,3.33857
"Tysha Ikenasio - 20/07/2025",Five-Eighth,20/07/2025,Sunday,01:23:38,6665.21924,3790.38005,791.72,299.28999,15.69,7.66601,87,366.38999,98,103.95,5.4194
"Tysha Ikenasio - 23/07/2025",Five-Eighth,23/07/2025,Wednesday,02:03:20,6422.51563,2747.96997,862.46997,281.32,16.055,7.38906,85,368.70001,72,65.1,4.47465
"Tysha Ikenasio - 25/07/2025",Five-Eighth,25/07/2025,Friday,01:15:00,3824.52026,1634.94997,437.87,250.43999,0,6.59615,40,169.04999,24,32.31,3.01293
"Tysha Ikenasio - 26/07/2025",Five-Eighth,26/07/2025,Saturday,01:19:41,6692.79956,3862.30006,930.73001,416.97001,32.13,7.64662,90,368.52001,95,110.14,5.6445
"Tysha Ikenasio - 29/07/2025",Five-Eighth,29/07/2025,Tuesday,01:10:00,4087.80127,1933.95999,380.23001,177.06,0,5.94374,33,100.43,26,15.7,2.5066
"Tysha Ikenasio - 31/07/2025",Five-Eighth,31/07/2025,Thursday,02:07:29,6600.07031,2766.91007,697.19,460.85999,40.09,7.43605,62,255.14,53,68.53,3.30883
"Tysha Ikenasio - 03/08/2025",Five-Eighth,03/08/2025,Sunday,01:17:28,6556.68848,3601.02002,856.22,521.87001,35.74,7.4128,74,310.05,75,89.18,4.51463
"Tysha Ikenasio - 09/08/2025",Five-Eighth,09/08/2025,Saturday,01:24:40,6208.07275,3173.17003,728.26999,283.98,55.29,7.94426,78,321.47,71,91.36,4.86818
"Tysha Ikenasio - 13/08/2025",Five-Eighth,13/08/2025,Wednesday,02:04:03,6508.64111,3086.45005,816.33002,626.61,123.41,7.63491,67,293.08,58,73.96,3.79526
"Tysha Ikenasio - 15/08/2025",Five-Eighth,15/08/2025,Friday,03:48:52,8328.28589,3207.20003,882.08002,465.58001,0,6.94558,76,331.83999,70,73.22,3.28915
"Tysha Ikenasio - 16/08/2025",Five-Eighth,16/08/2025,Saturday,00:46:27,2228.3645,1261.32999,263.73999,85.56,0,5.79401,34,131.17,25,33.13,4.784
"Tysha Ikenasio - 18/08/2025",Five-Eighth,18/08/2025,Monday,00:52:45,3177.10718,1748.88005,242.98,83.73,0,6.69007,30,133.68,19,20.49,2.79075
"Tysha Ikenasio - 19/08/2025",Five-Eighth,19/08/2025,Tuesday,01:38:57,6016.33838,3010.62005,701.17999,266.75,23.71,7.34595,89,471.02001,69,104.42,5.09213
"Tysha Ikenasio - 21/08/2025",Five-Eighth,21/08/2025,Thursday,01:55:47,6148.5459,3400.33996,1040.04004,1500.49997,8.35,7.15538,39,236.15001,18,23.44,1.8741
